Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #3806,Punjab,Pathankot,Pathankot,4.8,4.49,6.09,7.91,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #3807,Andhra Pradesh,Chittoor,Chitoor,2,4,4.32,5.12,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3808,Goa,North Goa,Panaji,4.9,3.88,5.98,4.06,Eye Care,Recommended
Hospital #3809,Madhya Pradesh,Shahdol,Shahdol,4.7,4.75,3.29,4.51,Eye Care,Not Recommended
Hospital #3810,Kerala,Kottayam,Kottayam,1.6,4,2.76,3.01,"Diabetes Management, Eye Care",Not Recommended
Hospital #3811,Tamilnadu,Kanchipuram,Kanchipuram,2.4,4.47,7.92,4.08,"Diabetes Management, Eye Care",Highly Recommended
Hospital #3812,Maharashtra,Jalna,Jalna,2.3,4.61,4.39,9.86,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3813,Maharashtra,Thane,Navi Mumbai,4.4,4.07,7.29,2.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3814,Andhra Pradesh,Srikakulam,Srikakulam,1.9,3.31,4.06,7.58,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3815,Chhattisgarh,Raipur,Raipur,5,4.26,2.74,4.82,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3816,Madhya Pradesh,Jabalpur,Jabalpur,2.8,3.24,6.82,3.17,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3817,Bihar,Darbhanga,Darbhanga,1.8,3.41,7.51,7.92,"Diabetes Management, Eye Care",Highly Recommended
Hospital #3818,Orissa,Cuttack,Cuttack,4.6,4.03,6,9.68,Eye Care,Recommended
Hospital #3819,Tamilnadu,Krishnagiri,Hosur,3.3,3.17,2.96,8.07,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3820,Bihar,Muzaffarpur,Muzffarpur,4.5,4.51,6.59,7.38,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3821,Karnataka,Shimoga,Shimoga,3.4,4.02,7.52,3.21,"Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #3822,Kerala,Thiruvananthapuram,Trivandrum,4.3,4.36,5.22,9.55,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3823,Rajasthan,Bikaner,Bikaner,1,4.09,6.44,9.51,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3824,West Bengal,Hooghly,Serampore,3.9,3.21,8.24,6.5,Diabetes Management,Highly Recommended
Hospital #3825,Uttar Pradesh,Bijnor,Bijnore,1.2,4.06,4.44,2.44,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3826,Maharashtra,Raigad,Raigad,4.8,4.07,4.89,3.41,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3827,Assam,Kamrup Metropolitan,Guwahati,1.1,4.71,4.83,5.18,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3828,Tamilnadu,Kanyakumari,Kanyakumari,4.8,4.19,4.29,8.33,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3829,Uttar Pradesh,Moradabad,Moradabad,3.7,3.91,6.49,8.57,Eye Care,Recommended
Hospital #3830,Haryana,Palwal,Palwal,3,4.9,5.36,6.45,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3831,Bihar,Darbhanga,Darbhanga,4,3.62,6.18,5.43,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3832,Bihar,Darbhanga,Darbhanga,1.2,3.44,5.28,3.77,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3833,Rajasthan,Sri Ganganagar,Sriganganagar,1.6,4.02,6.28,6.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3834,Kerala,Thrissur,Trichur,2.7,4.66,5.37,3.17,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3835,Rajasthan,Jodhpur,Jodhpur,4.6,4.2,5.64,4.33,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #3836,Maharashtra,Thane,Kalyan,1.3,3.83,3.15,5.36,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3837,Kerala,Thrissur,Thrissur,3.6,4.53,4.02,4.01,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3838,Tamilnadu,Krishnagiri,Hosur,3,3.05,6.47,3.42,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3839,Telangana,Sangareddy,Sangareddy,2.6,4.13,7.76,4.35,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3840,Tamilnadu,Chengalpattu,Chengalpattu,2.8,4.37,6.24,4.09,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3841,Haryana,Rewari,Rewari,1.7,4,6.12,8.89,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3842,Kerala,Kozhikode,Calicut,3.1,3.83,3.2,3.36,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #3843,Kerala,Thiruvananthapuram,Trivandrum,3.8,4.45,8.29,6.75,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #3844,Karnataka,Chikmagalur,Chikmagalaur,3.5,4.35,4.66,7.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3845,Karnataka,Uttara Kannada,Karwar,4.2,3.47,3.31,3.51,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #3846,Rajasthan,Pali,Pali,4.9,4.44,3.76,7.12,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3847,Himachal Pradesh,Mandi,Mandi,2.7,4.18,7.24,3.51,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3848,Tamilnadu,Madurai,Madurai,2.9,4.24,2.63,3.31,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3849,Tamilnadu,Cuddalore,Cuddalore,3.8,3.09,5.33,8.79,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3850,Himachal Pradesh,Solan,Solan,1.8,4,7.5,2.4,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #3851,Bihar,Purnia,Purnea,3.5,3.09,8.38,8.7,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3852,Punjab,Jalandhar,Jallandhar,3.9,4.26,2.72,5.16,Eye Care,Not Recommended
Hospital #3853,Punjab,Jalandhar,Jalandhar,3.9,4.23,7.93,8.85,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3854,Rajasthan,Sri Ganganagar,Sriganganagar,1.2,3.83,5.96,6.37,"Diabetes Management, Eye Care",Recommended
Hospital #3855,Uttar Pradesh,Lucknow,Lucknow,3.6,4.35,3.2,6.92,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3856,Karnataka,Kodagu,Madikeri,2.8,3.77,3.47,7.74,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #3857,Karnataka,Kodagu,Madikeri,2.8,3.8,6.03,7.41,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3858,Uttar Pradesh,Aligarh,Aligarh,4.4,4.56,3.29,4.32,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3859,West Bengal,Murshidabad,Behrampore,2.7,4.18,6.42,4.85,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #3860,Tamilnadu,Theni,Theni,4.9,4.26,3.74,7.46,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #3861,Rajasthan,Churu,Churu,2.9,4.27,3.44,5.89,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3862,West Bengal,Hooghly,Hoogli,5,3.04,3.76,2.37,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #3863,Karnataka,Mandya,Mandya,4.5,3.76,3.45,8.54,Eye Care,Not Recommended
Hospital #3864,Andhra Pradesh,Krishna,Vijaywada,4.2,4.15,3.18,3.79,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3865,Haryana,Sonipat,Sonepat,2.9,3.5,7.21,8.08,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3866,Karnataka,Bangalore Rural,Nelamangala,4.6,3.69,7.74,6.77,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3867,Rajasthan,Sikar,Sikar,1.2,3.93,7.29,9.6,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3868,West Bengal,Purba Bardhaman,Burdhwan,1.4,4.64,7.19,9.48,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3869,Andhra Pradesh,Nandyal,Nandyal,3,3.52,3.21,3.62,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3870,Gujarat,Vadodara,Vadodara,3.9,4.31,7.07,5.94,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3871,Gujarat,Surat,Surat,3.6,4.41,3.33,8.7,Basic Primary Care,Not Recommended
Hospital #3872,West Bengal,Paschim Medinipur,Medinipur,2.7,4.06,3.97,8.39,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3873,Karnataka,Bidar,Bidar,3,3.4,4.73,7.96,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3874,Rajasthan,Ajmer,Ajmer,3.7,4.03,7.02,5.33,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3875,Gujarat,Bharuch,Bharuch,4.2,4.57,4.96,5.62,Eye Care,Moderate
Hospital #3876,Tamilnadu,Thanjavur,Thanjavur,3.7,4.38,5.16,8.08,Eye Care,Moderate
Hospital #3877,West Bengal,Hooghly,Hoogli,1.3,3.06,4.91,8.1,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3878,Andhra Pradesh,Visakhapatnam,Visakhapatnam,2.6,3.81,8.04,3.19,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3879,Andhra Pradesh,Tirupati,Tirupati,4.9,4.48,7.29,8.92,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3880,Kerala,Ernakulam,Kochi,2.6,4.18,5.82,4.4,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3881,Uttar Pradesh,Prayagraj,Allahabad,2.4,4.23,7.9,6.82,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3882,Rajasthan,Sawai Madhopur,Sawai Madhopur,2.6,4.16,7.83,6.93,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3883,Rajasthan,Bharatpur,Bharatpur,2.8,3.84,7.37,7.13,Diabetes Management,Recommended
Hospital #3884,Uttar Pradesh,Hapur,Hapur,2.2,3.81,4.51,7.73,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3885,Maharashtra,Kolhapur,Kolhapur,5,3.96,3.06,6.36,Eye Care,Not Recommended
Hospital #3886,Karnataka,Kalaburagi,Gulbarga,4,3.46,2.67,8.29,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3887,Jharkhand,Dhanbad,Dhanbad,2,4.04,6.86,9.8,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3888,Tamilnadu,Coimbatore,Coimbatore,1.2,3.9,6.26,4.8,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #3889,Tamilnadu,Kanyakumari,Marthandam,3.6,4.18,4.29,7.82,Basic Primary Care,Moderate
Hospital #3890,Karnataka,Hassan,Hassan,4.9,4.09,8.43,6.47,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3891,Rajasthan,Churu,Churu,3.1,4.44,4.6,4.25,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3892,Rajasthan,Jaipur,Jaipur,1.6,4.11,6.93,2.83,Eye Care,Recommended
Hospital #3893,Punjab,Bathinda,Bhatinda,1.8,4.61,5.23,3.16,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3894,Telangana,Hyderabad,Hyderabad,2.6,3.82,5.05,3.03,Diabetes Management,Moderate
Hospital #3895,Kerala,Malappuram,Manjeri,1.3,3.62,4.92,6.42,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3896,Uttar Pradesh,Gautam Buddha Nagar,Noida,2.1,4.15,5.04,5.48,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3897,Tamilnadu,Coimbatore,Coimbatore,4.9,4.08,3.37,3,Basic Primary Care,Not Recommended
Hospital #3898,Goa,North Goa,Panaji,4.9,3.87,5.67,7.49,Basic Primary Care,Recommended
Hospital #3899,Madhya Pradesh,Bhopal,Bhopal,1.1,4.02,5.85,9.28,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3900,Punjab,Ludhiana,Ludhiana,4.4,4.12,4.72,4.29,Eye Care,Moderate
Hospital #3901,Gujarat,Surat,Surat,1.5,4.4,4.75,4.32,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3902,Tamilnadu,Sivaganga,Karaikudi,1.6,4.91,5.03,9.4,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3903,Uttar Pradesh,Kanpur Nagar,Kanpur,2.1,3.93,6.94,2.02,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3904,Karnataka,Kolar,Kolar,1.3,3.89,5.39,4.45,Basic Primary Care,Moderate
Hospital #3905,Uttar Pradesh,Meerut,Meerut,2.4,3.9,7.51,8.59,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3906,Tamilnadu,Karur,Karur,1.6,4.75,7.07,7.27,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3907,Uttar Pradesh,Gautam Buddha Nagar,"Gautam Buddha 
Nagar",3.9,3.99,6.25,6.93,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3908,Himachal Pradesh,Bilaspur,Bilaspur,4.6,3.39,2.77,7.3,Basic Primary Care,Not Recommended
Hospital #3909,Tamilnadu,Coimbatore,Pollachi,2.1,3.79,3.49,2.2,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3910,Tamilnadu,Thanjavur,Thanjavur,4.1,4.12,6.37,7.09,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #3911,Haryana,Karnal,Karnal,4.8,4.37,7.05,9.56,Eye Care,Recommended
Hospital #3912,Haryana,Jhajjar,Bahadurgarh,4,3.45,2.61,7.2,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3913,Haryana,Gurugram,Sohna,4.8,3.93,3.73,8.55,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3914,Kerala,Malappuram,Mallapuram,1.3,3.56,4.42,6.65,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3915,Uttar Pradesh,Bijnor,Bijnore,4.7,3.94,3.58,2.19,Eye Care,Not Recommended
Hospital #3916,Karnataka,Dakshina Kannada,Mangalore,2.5,3.5,8.38,6.28,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3917,Gujarat,Gandhinagar,Gandhi Nagar,1.7,4.38,3.43,9.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3918,Haryana,Faridabad,Faridabad,1.2,4.2,3.59,7.64,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3919,Karnataka,Udupi,Udupi,1.4,3.76,7.86,4.04,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3920,Andhra Pradesh,Srikakulam,Srikakulam,1.8,3.6,6.02,5.89,Eye Care,Recommended
Hospital #3921,Karnataka,Udupi,Kundapur,4.8,3.81,4.41,6.37,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3922,Madhya Pradesh,Indore,Indore,1.1,4.02,7.98,2.15,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3923,West Bengal,North 24 Parganas,"North 24 
Parganas",3.3,3.94,7.08,7.15,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3924,Karnataka,Chikmagalur,Chikmagalaur,3.3,4.14,7.58,5.95,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3925,Karnataka,Shimoga,Shimoga,3.2,3.71,3.97,9.53,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3926,Kerala,Palakkad,Palakkad,1.2,4.53,8.27,6.9,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #3927,West Bengal,Paschim Medinipur,Medinipur,1.7,3.77,8.03,4.16,"Diabetes Management, Eye Care",Highly Recommended
Hospital #3928,Telangana,Karimnagar,Karimnagar,3.7,4.55,7.55,3.68,Eye Care,Highly Recommended
Hospital #3929,Karnataka,Belagavi,Gokak,1.2,3.82,5.88,4.38,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3930,Rajasthan,Pali,Pali,1.5,4.16,5.84,4.21,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3931,Haryana,Panipat,Panipat,3.4,4.16,4.41,7.39,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3932,Rajasthan,Alwar,Alwar,2,4.34,5.22,3.94,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3933,Karnataka,Kalaburagi,Gulbarga,1.8,3.78,4.47,9.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3934,Rajasthan,Barmer,Barmer,4.7,4.14,2.53,2.08,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3935,Kerala,Ernakulam,Cochin,3.2,4.19,5.43,5.1,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3936,Tamilnadu,Salem,Salem,4.5,4,5.73,9.05,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3937,Kerala,Malappuram,Mallapuram,3.7,3.49,7.38,8.54,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3938,Karnataka,Udupi,Udupi,1.7,4.01,6.68,2.07,Basic Primary Care,Recommended
Hospital #3939,Karnataka,Ramanagara,Ramanagra,4.7,4.48,3.83,2.16,"Diabetes Management, Eye Care",Not Recommended
Hospital #3940,Rajasthan,Jhunjhunu,Jhunjhunu,4.7,4.08,3.04,6.85,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3941,Tamilnadu,Tiruchirappalli,Trichy,3.9,3.84,5.46,4.87,"Diabetes Management, Eye Care",Moderate
Hospital #3942,Madhya Pradesh,Shahdol,Shahdol,4.6,4.68,3.75,3.55,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3943,Karnataka,Uttara Kannada,Karwar,1.4,3.54,5.5,3.35,Diabetes Management,Recommended
Hospital #3944,Rajasthan,Bikaner,Bikaner,4,3.97,6.12,3.39,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3945,Goa,North Goa,Goa,4,3.71,8.1,8.76,Eye Care,Highly Recommended
Hospital #3946,Tamilnadu,Chennai,Chennai,4.1,3.98,6.57,9.84,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3947,Maharashtra,Nashik,Nasik,3.5,4.52,7.8,2.02,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3948,Rajasthan,Banswara,Banswara,3.7,4.06,7.62,4.55,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3949,Karnataka,Belagavi,Belgaum,1.5,3.73,5.47,6.09,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Moderate
Hospital #3950,Uttar Pradesh,Jaunpur,Jaunpur,3.9,3.92,8.01,6.21,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3951,Andhra Pradesh,Chittoor,Chitoor,2.6,3.88,7.78,8.38,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #3952,Rajasthan,Kota,Kota,2.7,3.88,4,3.3,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3953,Andhra Pradesh,West Godavari,Tadepalligudem,3.5,3.73,5.38,8.38,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3954,Tamilnadu,Theni,Theni,3.5,4.33,4,2.85,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3955,West Bengal,Murshidabad,Behrampore,2.4,3.82,4.5,8.27,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3956,Tamilnadu,Namakkal,Namakkal,3.4,3.98,3.07,5.53,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3957,Assam,Dibrugarh,Dibrugarh,4.9,4.17,4.76,9.03,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3958,Tamilnadu,Pudukkottai,Pudukkottai,1.5,4.87,5.15,4.38,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3959,Kerala,Kottayam,Kottayam,1.3,4.22,5.86,4.33,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3960,Karnataka,Uttara Kannada,Sirsi,1.4,3.73,3.9,6.74,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
